FinalName,FullName,Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
ilyas azizov,ilyas azizov,ilyas azizov,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,135.0,11.5
ilyas azizov,ilyas azizov,ilyas azizov,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,88.0,12.433
ilyas azizov,ilyas azizov,ilyas azizov,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,123.0,12.0
ilyas azizov,ilyas azizov,ilyas azizov,m,KAZ,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,117.0,13.4
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,4.0,12.95
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-03-29,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",BB,4.0,12.2
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,5.0,13.25
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-03-29,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",UB,3.0,12.9
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,4.0,13.133
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",BB,5.0,12.033
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,20.0,11.433
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",UB,7.0,12.166
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",UB,3.0,13.266
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,final,"Baku, Azerbaijan",VT1,6.0,12.966
ioana stanciulescu,ioana stanciulescu,ioana stanciulescu,w,ROU,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,8.0,12.966
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",FX,11.0,13.233
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",HB,5.0,12.6
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",HB,8.0,12.6
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-03-05,2022 Doha World Cup,qual,"Doha, Qatar",VT1,15.0,13.6
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",HB,21.0,11.566
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,23.0,12.8
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,16.0,13.766
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,26.0,13.7
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,109.0,7.1
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,102.0,11.133
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,108.0,9.666
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,62.0,12.933
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,44.0,14.0
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,52.0,9.933
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,33.0,11.466
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",FX,41.0,10.6
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",HB,33.0,9.8
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",VT1,16.0,13.8
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,25.0,12.866
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,17.0,13.2
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,27.0,13.166
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,116.0,11.166
ioane jimsheleishvili,ioane jimsheleishvili,ioane jimsheleishvili,m,GEO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,81.0,12.7
irene gil,irene calle gil,irene calle gil,w,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",BB,32.0,10.433
irene gil,irene calle gil,irene calle gil,w,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,17.0,12.033
irene gil,irene calle gil,irene calle gil,w,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,23.0,11.566
irene gil,irene calle gil,irene calle gil,w,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,21.0,12.7
irene gil,irene calle gil,irene calle gil,w,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,15.0,12.5
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,13.2
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,13.1
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",HB,,12.9
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,13.367
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",PB,,13.267
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,13.667
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",PH,,13.2
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,11.967
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,12.367
isaac farfan,isaac farfan,isaac farfan,m,MEX,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,13.833
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,13.0,13.2
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",HB,7.0,11.8
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",HB,5.0,13.35
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PH,29.0,11.05
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",SR,18.0,12.05
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-02,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",VT1,10.0,13.7
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,12.0,13.45
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,14.0,12.9
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PH,14.0,12.75
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",SR,9.0,12.4
isaac nunez,isaac nunez,isaac nuñez,m,MEX,2022-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT1,9.0,13.9
isaac nunez,isaac nunez,isaac nunez,m,MEX,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,137.0,10.066
isaac nunez,isaac nunez,isaac nunez,m,MEX,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,60.0,13.566
isaac nunez,isaac nunez,isaac nunez,m,MEX,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,73.0,13.7
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,29.0,12.566
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",HB,7.0,12.1
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,4.0,13.833
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",PB,7.0,13.666
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PB,5.0,13.866
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,35.0,11.466
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,8.0,13.05
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,21.0,12.15
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,15.0,10.05
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,18.0,11.55
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,5.0,13.5
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,1.0,13.95
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,2.0,13.8
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,1.0,13.5
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,1.0,13.05
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,1.0,13.1
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,5.0,12.25
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,6.0,12.35
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,5.0,13.8
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,13.0,13.65
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,75.0,13.366
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,115.0,12.066
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,65.0,13.7
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,109.0,11.966
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,117.0,12.166
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,80.0,13.966
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,10.0,13.2
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,25.0,12.6
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",HB,22.0,11.733
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,13.0,13.233
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",PB,3.0,13.966
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",PB,3.0,13.833
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,6.0,14.033
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",PH,8.0,12.433
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,27.0,11.933
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",SR,10.0,12.9
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,16.0,12.8
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,9.0,13.833
isaac nunez,isaac nunez,isaac nunez,m,MEX,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,17.0,13.966
isabella bottger,isabella bottger,isabella bottger,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,26.0,10.95
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,27.0,11.15
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,38.0,11.4
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,40.0,10.3
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,10.0
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,32.0,10.95
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,33.0,10.45
isabelle lamb,isabelle lamb,isabelle lamb,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,32.0,11.95
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,15.0,13.15
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,14.0,12.95
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,22.0,12.85
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,20.0,12.7
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,29.0,12.15
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,11.0,14.25
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,14.0,13.65
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,10.0,13.05
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,14.0,13.6
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,30.0,11.05
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,10.0,13.3
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,12.0,14.2
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,,13.85
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,,13.7
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",HB,,12.6
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",HB,,12.35
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PB,,13.5
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PB,,13.5
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",PH,,11.75
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",PH,,12.6
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",SR,,13.4
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",SR,,13.55
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,,14.1
isaiah drake,isaiah drake,isaiah drake,m,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,,13.9
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,23.0,11.55
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,13.0,13.55
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,22.0,12.15
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,10.0,13.4
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,14.15
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,11.0,13.3
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,42.0,11.75
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,32.0,12.85
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,,12.75
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,,14.0
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",HB,,13.05
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",HB,,11.9
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PB,,12.95
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PB,,13.75
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",PH,,12.15
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",PH,,12.0
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",SR,,12.25
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",SR,,13.35
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,,13.6
isaiah drake,isaiah drake,isaiah drake,m,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,,14.45
israel chiriboga,israel fernando chiriboga guerrero,israel fernando chiriboga guerrero,m,ECU,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,12.567
israel chiriboga,israel fernando chiriboga guerrero,israel fernando chiriboga guerrero,m,ECU,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.033
israel chiriboga,israel fernando chiriboga guerrero,israel fernando chiriboga guerrero,m,ECU,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,11.0
israel chiriboga,israel fernando chiriboga guerrero,israel fernando chiriboga guerrero,m,ECU,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,11.733
israel chiriboga,israel fernando chiriboga guerrero,israel fernando chiriboga guerrero,m,ECU,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,13.867
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,8.7
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,10.4
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,9.467
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,11.133
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,10.0,11.25
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,19.0,10.95
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,17.0,10.85
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,30.0,10.75
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,7.0,11.95
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,22.0,10.9
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,12.0,12.45
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT1,6.0,12.95
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,16.0,12.75
isuamy perera,isuamy perera,isuamy perera,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,7.0,12.75
isus marinov,isus marinov,isus marinov,m,BUL,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,19.0,13.05
ittirit kumsiriratn,ittirit kumsiriratn,ittirit kumsiriratn,m,THA,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,56.0,8.533
ittirit kumsiriratn,ittirit kumsiriratn,ittirit kumsiriratn,m,THA,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",HB,49.0,10.133
